z,T
493.0434782608696,291.47928743797655
495.47826086956525,291.48658358350036
497.9130434782609,291.4938761957256
500.34782608695656,291.5011657499114
502.7826086956522,291.50845509451375
505.21739130434787,291.51574634471655
507.6521739130435,291.5230386816711
510.0869565217392,291.53033243795085
512.5217391304349,291.53762895825105
514.9565217391305,291.54493048527996
517.3913043478261,291.55223678110303
519.8260869565217,291.5595451989735
522.2608695652174,291.5668561066795
524.6956521739131,291.57417469593673
527.1304347826087,291.5815032191557
529.5652173913044,291.58884152488724
532.0,291.5961853354824
534.4347826086957,291.6035189678229
536.8695652173914,291.6108274258788
539.304347826087,291.61810903904484
541.7391304347826,291.6253699873195
544.1739130434783,291.63261937231886
546.608695652174,291.63986625228523
549.0434782608696,291.64711718680684
551.4782608695652,291.6543772666238
553.9130434782609,291.66165576964994
556.3478260869565,291.6689575820789
558.7826086956522,291.6762757498739
561.2173913043479,291.68359785803
563.6521739130435,291.69091361585
566.0869565217391,291.6982251302435
568.5217391304349,291.70553826004596
570.9565217391305,291.7128575444681
573.3913043478261,291.7201881449641
575.8260869565217,291.72752674619437
578.2608695652174,291.734863639907
580.6956521739131,291.74220061608986
583.1304347826087,291.7495429195665
585.5652173913044,291.7568845247128
588.0,291.7642163482543
590.4347826086957,291.7715333780946
592.8695652173914,291.7788353719156
595.304347826087,291.78612627125233
597.7391304347826,291.7934105050833
600.1739130434783,291.8006930693122
602.608695652174,291.8079769220634
605.0434782608696,291.81526156400236
607.4782608695652,291.8225494521317
609.9130434782609,291.8298417674317
612.3478260869566,291.83713789934546
614.7826086956522,291.8444375543649
617.2173913043479,291.8517357989386
619.6521739130435,291.859031680826
622.0869565217391,291.8663274468456
624.5217391304349,291.8736251313976
626.9565217391305,291.8809292845798
629.3913043478261,291.8882432737791
631.8260869565217,291.8955657480227
634.2608695652174,291.9028935639132
636.6956521739131,291.9102225361483
639.1304347826087,291.9175464328993
641.5652173913044,291.9248594811106
644.0,291.9321586744146
646.4347826086957,291.939447193892
648.8695652173914,291.94672977379963
651.304347826087,291.95400899456473
653.7391304347826,291.96128997868703
656.1739130434783,291.96857599016033
658.608695652174,291.9758642153395
661.0434782608696,291.9831500215617
663.4782608695652,291.99042626403474
665.9130434782609,291.99768885172773
668.3478260869566,292.0049432513193
670.7826086956522,292.0121972491368
673.2173913043479,292.0194593220262
675.6521739130435,292.0267397080748
678.0869565217391,292.03404485468525
680.5217391304349,292.0413749929181
682.9565217391305,292.04872403170174
685.3913043478261,292.0560799239466
687.8260869565217,292.06342598762006
690.2608695652175,292.07074749926375
692.6956521739131,292.07804194528495
695.1304347826087,292.0853179566768
697.5652173913044,292.09258517155837
700.0,292.0998525243513
702.4347826086957,292.10712788865413
704.8695652173914,292.114415681486
707.304347826087,292.12171954146197
709.7391304347826,292.1290393898938
712.1739130434783,292.13636400238454
714.608695652174,292.1436798658372
717.0434782608696,292.15098234676583
719.4782608695652,292.1582756474077
721.9130434782609,292.1655699910602
724.3478260869566,292.1728689447862
726.7826086956522,292.1801694843082
729.2173913043479,292.1874731672698
731.6521739130435,292.19478306952544
734.0869565217391,292.2021005959886
736.5217391304349,292.2094270127152
738.9565217391305,292.2167622741298
741.3913043478261,292.2241052763334
743.8260869565217,292.23145076115765
746.2608695652175,292.2387882770503
748.6956521739131,292.2461127062465
751.1304347826087,292.25342543296335
753.5652173913044,292.2607258481099
756.0,292.2680122561082
758.4347826086957,292.2752866751349
760.8695652173914,292.2825548662256
763.304347826087,292.28982128075995
765.7391304347826,292.2970881277668
768.1739130434784,292.30436034620516
770.608695652174,292.3116431722649
773.0434782608696,292.3189361211322
775.4782608695652,292.32623179387696
777.9130434782609,292.33352853009563
780.3478260869566,292.34082769021677
782.7826086956522,292.3481266130843
785.2173913043479,292.3554183429297
787.6521739130435,292.36269861512545
790.0869565217391,292.36997458896644
792.5217391304349,292.37725366505447
794.9565217391305,292.3845333779104
797.3913043478261,292.3918070347271
799.8260869565217,292.3990773021317
802.2608695652175,292.4063574330696
804.6956521739131,292.413658590548
807.1304347826087,292.42098161964407
809.5652173913044,292.42831847778433
812.0,292.435665368959
814.4347826086957,292.4430135274933
816.8695652173914,292.4503490799063
819.304347826087,292.457666270023
821.7391304347826,292.46496421971636
824.1739130434784,292.472237683968
826.608695652174,292.47947684087666
829.0434782608696,292.4866862645885
831.4782608695652,292.49388380349546
833.9130434782609,292.5010834410727
836.3478260869566,292.5082924652097
838.7826086956522,292.51551538366823
841.2173913043479,292.52275998205766
843.6521739130435,292.5300204022458
846.0869565217392,292.537294701074
848.5217391304349,292.5445970168586
850.9565217391305,292.5519320939106
853.3913043478261,292.5592912034235
855.8260869565217,292.5666620393637
858.2608695652175,292.57403050810143
860.6956521739131,292.5813723263542
863.1304347826087,292.5886690595985
865.5652173913044,292.59591115639284
868.0,292.6030958541259
870.4347826086957,292.6102259199056
872.8695652173914,292.6173008992266
875.304347826087,292.6243158655433
877.7391304347826,292.6312682192421
880.1739130434784,292.6381591106487
882.608695652174,292.6449965198716
885.0434782608696,292.6517978300979
887.4782608695652,292.65859913915654
889.9130434782609,292.6654854889541
892.3478260869566,292.6725160156878
894.7826086956522,292.67972564546386
