Time,GenPwr,RotTorq,RotSpeed,RotThrust,B1RootMxr,B1RootMyr,B1TipTDxr,BldPitch1
81.6942,4770.0,3944.0,12.09,621.0,4332000.0,7991000.0,4.319,3.208
81.6977,4770.0,3942.0,12.09,621.0,4326000.0,7988000.0,4.318,3.208
81.7011,4770.0,3940.0,12.09,621.0,4320000.0,7985000.0,4.317,3.207
81.7045,4770.0,3938.0,12.09,621.0,4314000.0,7983000.0,4.316,3.207
81.708,4770.0,3936.0,12.09,621.1,4308000.0,7980000.0,4.315,3.206
81.7114,4770.0,3935.0,12.09,621.1,4303000.0,7977000.0,4.314,3.206
81.7149,4770.0,3933.0,12.09,621.1,4297000.0,7974000.0,4.313,3.205
81.7183,4770.0,3931.0,12.09,621.1,4291000.0,7971000.0,4.312,3.204
81.7218,4769.0,3930.0,12.09,621.1,4285000.0,7968000.0,4.311,3.204
81.7252,4769.0,3929.0,12.09,621.1,4280000.0,7965000.0,4.31,3.203
81.7287,4769.0,3928.0,12.09,621.2,4274000.0,7963000.0,4.309,3.202
81.7321,4769.0,3927.0,12.09,621.2,4268000.0,7960000.0,4.307,3.201
81.7355,4769.0,3926.0,12.09,621.2,4263000.0,7957000.0,4.306,3.201
81.739,4769.0,3925.0,12.09,621.2,4257000.0,7955000.0,4.305,3.2
81.7424,4769.0,3924.0,12.09,621.2,4251000.0,7952000.0,4.304,3.199
81.7459,4768.0,3924.0,12.09,621.3,4246000.0,7950000.0,4.303,3.198
81.7493,4768.0,3923.0,12.09,621.3,4240000.0,7947000.0,4.302,3.197
81.7528,4768.0,3923.0,12.09,621.3,4235000.0,7945000.0,4.301,3.196
81.7562,4768.0,3923.0,12.09,621.4,4229000.0,7942000.0,4.3,3.195
81.7596,4768.0,3923.0,12.09,621.4,4224000.0,7940000.0,4.299,3.194
81.7631,4767.0,3923.0,12.09,621.5,4219000.0,7937000.0,4.298,3.193
81.7665,4767.0,3923.0,12.09,621.5,4213000.0,7935000.0,4.297,3.192
81.77,4767.0,3923.0,12.09,621.6,4208000.0,7933000.0,4.296,3.191
81.7734,4767.0,3923.0,12.09,621.6,4203000.0,7931000.0,4.295,3.19
81.7769,4767.0,3923.0,12.09,621.7,4198000.0,7928000.0,4.294,3.189
81.7803,4766.0,3924.0,12.09,621.7,4192000.0,7926000.0,4.293,3.188
81.7837,4766.0,3924.0,12.09,621.8,4187000.0,7924000.0,4.291,3.187
81.7872,4766.0,3925.0,12.09,621.9,4182000.0,7922000.0,4.29,3.186
81.7906,4766.0,3925.0,12.09,621.9,4177000.0,7920000.0,4.289,3.184
81.7941,4766.0,3926.0,12.09,622.0,4171000.0,7917000.0,4.288,3.183
81.7975,4765.0,3926.0,12.09,622.1,4166000.0,7915000.0,4.287,3.182
81.801,4765.0,3927.0,12.09,622.1,4161000.0,7913000.0,4.286,3.181
81.8044,4765.0,3928.0,12.09,622.2,4156000.0,7911000.0,4.285,3.179
81.8079,4765.0,3928.0,12.09,622.3,4151000.0,7909000.0,4.284,3.178
81.8113,4764.0,3929.0,12.09,622.4,4146000.0,7906000.0,4.283,3.177
81.8147,4764.0,3929.0,12.09,622.5,4140000.0,7904000.0,4.282,3.175
81.8182,4764.0,3930.0,12.09,622.5,4135000.0,7902000.0,4.281,3.174
81.8216,4764.0,3931.0,12.09,622.6,4130000.0,7900000.0,4.28,3.172
81.8251,4764.0,3931.0,12.08,622.7,4125000.0,7897000.0,4.279,3.171
81.8285,4763.0,3932.0,12.08,622.8,4119000.0,7895000.0,4.277,3.17
81.832,4763.0,3932.0,12.08,622.9,4114000.0,7893000.0,4.276,3.168
81.8354,4763.0,3933.0,12.08,623.0,4109000.0,7890000.0,4.275,3.167
81.8388,4763.0,3933.0,12.08,623.1,4104000.0,7888000.0,4.274,3.165
81.8423,4762.0,3934.0,12.08,623.2,4098000.0,7886000.0,4.273,3.164
81.8457,4762.0,3934.0,12.08,623.3,4093000.0,7884000.0,4.272,3.162
81.8492,4762.0,3934.0,12.08,623.4,4087000.0,7881000.0,4.271,3.16
81.8526,4762.0,3934.0,12.08,623.6,4082000.0,7879000.0,4.27,3.159
81.8561,4762.0,3934.0,12.08,623.7,4077000.0,7877000.0,4.269,3.157
81.8595,4761.0,3934.0,12.08,623.8,4071000.0,7874000.0,4.268,3.156
81.8629,4761.0,3934.0,12.08,623.9,4065000.0,7872000.0,4.267,3.154
81.8664,4761.0,3934.0,12.08,624.0,4060000.0,7870000.0,4.266,3.152
81.8698,4761.0,3934.0,12.08,624.2,4054000.0,7867000.0,4.265,3.151
81.8733,4760.0,3934.0,12.08,624.3,4049000.0,7865000.0,4.264,3.149
81.8767,4760.0,3934.0,12.08,624.4,4043000.0,7863000.0,4.263,3.147
81.8802,4760.0,3933.0,12.08,624.6,4037000.0,7860000.0,4.262,3.145
81.8836,4760.0,3933.0,12.08,624.7,4031000.0,7858000.0,4.261,3.144
81.8871,4759.0,3932.0,12.08,624.9,4025000.0,7856000.0,4.26,3.142
81.8905,4759.0,3932.0,12.07,625.0,4020000.0,7854000.0,4.259,3.14
81.8939,4759.0,3931.0,12.07,625.2,4014000.0,7852000.0,4.258,3.138
81.8974,4759.0,3930.0,12.07,625.3,4008000.0,7850000.0,4.257,3.137
81.9008,4758.0,3930.0,12.07,625.5,4002000.0,7848000.0,4.256,3.135
81.9043,4758.0,3929.0,12.07,625.7,3996000.0,7846000.0,4.255,3.133
81.9077,4758.0,3928.0,12.07,625.8,3990000.0,7844000.0,4.255,3.131
81.9112,4757.0,3927.0,12.07,626.0,3984000.0,7843000.0,4.254,3.129
81.9146,4757.0,3926.0,12.07,626.2,3978000.0,7841000.0,4.253,3.127
81.918,4757.0,3926.0,12.07,626.4,3972000.0,7839000.0,4.252,3.125
81.9215,4757.0,3925.0,12.07,626.6,3966000.0,7838000.0,4.251,3.123
81.9249,4756.0,3924.0,12.07,626.8,3960000.0,7836000.0,4.25,3.121
81.9284,4756.0,3923.0,12.07,627.0,3954000.0,7835000.0,4.25,3.119
81.9318,4756.0,3922.0,12.07,627.2,3948000.0,7834000.0,4.249,3.117
81.9353,4755.0,3921.0,12.07,627.4,3942000.0,7832000.0,4.248,3.115
81.9387,4755.0,3920.0,12.07,627.6,3936000.0,7831000.0,4.248,3.113
81.9421,4755.0,3920.0,12.07,627.9,3930000.0,7830000.0,4.247,3.111
81.9456,4754.0,3919.0,12.07,628.1,3924000.0,7829000.0,4.246,3.109
81.949,4754.0,3918.0,12.07,628.3,3918000.0,7828000.0,4.246,3.107
81.9525,4754.0,3917.0,12.07,628.6,3913000.0,7828000.0,4.245,3.105
81.9559,4753.0,3917.0,12.07,628.8,3907000.0,7827000.0,4.245,3.102
81.9594,4753.0,3916.0,12.07,629.0,3901000.0,7826000.0,4.244,3.1
81.9628,4753.0,3916.0,12.07,629.3,3896000.0,7825000.0,4.244,3.098
81.9663,4752.0,3915.0,12.07,629.5,3890000.0,7825000.0,4.243,3.096
81.9697,4752.0,3915.0,12.07,629.8,3885000.0,7825000.0,4.243,3.094
81.9731,4752.0,3915.0,12.07,630.0,3879000.0,7824000.0,4.242,3.091
81.9766,4751.0,3915.0,12.07,630.3,3874000.0,7824000.0,4.242,3.089
81.98,4751.0,3914.0,12.06,630.5,3869000.0,7823000.0,4.241,3.087
81.9835,4750.0,3914.0,12.06,630.8,3864000.0,7823000.0,4.241,3.084
81.9869,4750.0,3915.0,12.06,631.0,3859000.0,7823000.0,4.241,3.082
81.9904,4750.0,3915.0,12.06,631.3,3854000.0,7823000.0,4.24,3.079
81.9938,4749.0,3915.0,12.06,631.5,3849000.0,7823000.0,4.24,3.077
81.9972,4749.0,3916.0,12.06,631.8,3844000.0,7823000.0,4.24,3.075
82.0007,4749.0,3916.0,12.06,632.1,3840000.0,7823000.0,4.24,3.072
82.0041,4748.0,3917.0,12.06,632.3,3835000.0,7823000.0,4.239,3.07
82.0076,4748.0,3918.0,12.06,632.6,3831000.0,7823000.0,4.239,3.067
82.011,4747.0,3919.0,12.06,632.8,3827000.0,7823000.0,4.239,3.065
82.0145,4747.0,3920.0,12.06,633.1,3823000.0,7823000.0,4.239,3.062
82.0179,4747.0,3921.0,12.06,633.3,3819000.0,7824000.0,4.239,3.06
82.0213,4746.0,3922.0,12.06,633.6,3815000.0,7824000.0,4.238,3.057
82.0248,4746.0,3924.0,12.06,633.8,3811000.0,7824000.0,4.238,3.054
82.0282,4745.0,3925.0,12.06,634.0,3808000.0,7824000.0,4.238,3.052
82.0317,4745.0,3927.0,12.06,634.3,3804000.0,7825000.0,4.238,3.049
82.0351,4745.0,3928.0,12.06,634.5,3801000.0,7825000.0,4.238,3.046
82.0386,4744.0,3930.0,12.06,634.7,3797000.0,7825000.0,4.238,3.044
82.042,4744.0,3932.0,12.06,635.0,3794000.0,7826000.0,4.238,3.041
82.0455,4744.0,3934.0,12.06,635.2,3791000.0,7826000.0,4.238,3.038
82.0489,4743.0,3936.0,12.06,635.4,3788000.0,7827000.0,4.238,3.036
82.0523,4743.0,3938.0,12.06,635.6,3785000.0,7827000.0,4.238,3.033
82.0558,4743.0,3941.0,12.06,635.8,3783000.0,7828000.0,4.239,3.03
82.0592,4742.0,3943.0,12.06,636.1,3780000.0,7828000.0,4.239,3.028
82.0627,4742.0,3946.0,12.06,636.3,3777000.0,7829000.0,4.239,3.025
82.0661,4741.0,3948.0,12.06,636.5,3775000.0,7829000.0,4.239,3.022
82.0696,4741.0,3951.0,12.06,636.7,3772000.0,7830000.0,4.239,3.019
82.073,4741.0,3953.0,12.06,636.9,3770000.0,7831000.0,4.239,3.017
82.0764,4740.0,3956.0,12.06,637.0,3767000.0,7832000.0,4.24,3.014
82.0799,4740.0,3959.0,12.06,637.2,3765000.0,7832000.0,4.24,3.011
82.0833,4740.0,3961.0,12.06,637.4,3763000.0,7833000.0,4.24,3.009
82.0868,4740.0,3964.0,12.06,637.6,3760000.0,7834000.0,4.241,3.006
82.0902,4739.0,3967.0,12.06,637.7,3758000.0,7835000.0,4.241,3.003
82.0937,4739.0,3969.0,12.06,637.9,3756000.0,7836000.0,4.241,3.0
82.0971,4739.0,3972.0,12.06,638.1,3753000.0,7837000.0,4.242,2.998
82.1006,4738.0,3975.0,12.06,638.2,3751000.0,7838000.0,4.242,2.995
82.104,4738.0,3977.0,12.06,638.3,3749000.0,7839000.0,4.243,2.992
82.1074,4738.0,3980.0,12.06,638.5,3747000.0,7841000.0,4.243,2.99
82.1109,4738.0,3983.0,12.06,638.6,3744000.0,7842000.0,4.244,2.987
82.1143,4737.0,3985.0,12.06,638.7,3742000.0,7844000.0,4.244,2.984
82.1178,4737.0,3988.0,12.06,638.9,3740000.0,7845000.0,4.245,2.982
82.1212,4737.0,3990.0,12.06,639.0,3737000.0,7847000.0,4.245,2.979
82.1247,4737.0,3992.0,12.06,639.1,3735000.0,7848000.0,4.246,2.977
82.1281,4736.0,3995.0,12.06,639.2,3732000.0,7850000.0,4.246,2.974
82.1315,4736.0,3997.0,12.06,639.3,3730000.0,7852000.0,4.247,2.972
82.135,4736.0,3999.0,12.06,639.4,3727000.0,7854000.0,4.248,2.969
82.1384,4736.0,4001.0,12.06,639.5,3724000.0,7856000.0,4.248,2.967
82.1419,4735.0,4002.0,12.06,639.6,3722000.0,7858000.0,4.249,2.964
82.1453,4735.0,4004.0,12.06,639.6,3719000.0,7860000.0,4.25,2.962
82.1488,4735.0,4006.0,12.06,639.7,3716000.0,7863000.0,4.251,2.959
82.1522,4735.0,4007.0,12.06,639.8,3712000.0,7865000.0,4.252,2.957
82.1556,4735.0,4008.0,12.06,639.9,3709000.0,7867000.0,4.252,2.954
82.1591,4734.0,4009.0,12.06,639.9,3706000.0,7870000.0,4.253,2.952
82.1625,4734.0,4010.0,12.06,640.0,3702000.0,7873000.0,4.254,2.95
82.166,4734.0,4011.0,12.06,640.1,3699000.0,7875000.0,4.255,2.947
82.1694,4734.0,4012.0,12.06,640.1,3695000.0,7878000.0,4.256,2.945
82.1729,4734.0,4012.0,12.06,640.2,3691000.0,7881000.0,4.257,2.943
82.1763,4734.0,4012.0,12.06,640.3,3687000.0,7884000.0,4.258,2.941
82.1798,4733.0,4012.0,12.06,640.3,3683000.0,7887000.0,4.259,2.939
82.1832,4733.0,4012.0,12.06,640.4,3679000.0,7890000.0,4.26,2.937
82.1866,4733.0,4012.0,12.06,640.5,3674000.0,7893000.0,4.261,2.934
82.1901,4733.0,4012.0,12.06,640.5,3670000.0,7897000.0,4.262,2.932
82.1935,4733.0,4011.0,12.06,640.6,3665000.0,7900000.0,4.263,2.93
82.197,4733.0,4010.0,12.06,640.7,3660000.0,7903000.0,4.264,2.928
82.2004,4732.0,4009.0,12.06,640.8,3655000.0,7907000.0,4.265,2.926
82.2039,4732.0,4008.0,12.06,640.9,3650000.0,7910000.0,4.267,2.924
82.2073,4732.0,4007.0,12.06,640.9,3644000.0,7914000.0,4.268,2.922
82.2107,4732.0,4005.0,12.06,641.0,3639000.0,7917000.0,4.269,2.92
82.2142,4732.0,4004.0,12.06,641.1,3633000.0,7921000.0,4.27,2.919
82.2176,4732.0,4002.0,12.06,641.2,3627000.0,7924000.0,4.271,2.917
82.2211,4731.0,4000.0,12.06,641.3,3621000.0,7928000.0,4.273,2.915
82.2245,4731.0,3998.0,12.06,641.4,3615000.0,7932000.0,4.274,2.913
82.228,4731.0,3995.0,12.06,641.5,3609000.0,7935000.0,4.275,2.911
82.2314,4731.0,3993.0,12.06,641.6,3603000.0,7939000.0,4.276,2.91
82.2348,4731.0,3990.0,12.06,641.8,3596000.0,7943000.0,4.278,2.908
82.2383,4730.0,3988.0,12.06,641.9,3590000.0,7947000.0,4.279,2.908
82.2417,4730.0,3985.0,12.06,642.0,3583000.0,7951000.0,4.28,2.908
82.2452,4730.0,3982.0,12.06,642.1,3575000.0,7955000.0,4.282,2.908
82.2486,4730.0,3979.0,12.05,642.1,3568000.0,7958000.0,4.283,2.908
82.2521,4729.0,3976.0,12.05,642.5,3561000.0,7963000.0,4.285,2.908
82.2555,4729.0,3973.0,12.05,642.7,3553000.0,7966000.0,4.286,2.908
82.259,4729.0,3970.0,12.05,642.7,3545000.0,7970000.0,4.287,2.908
82.2624,4729.0,3966.0,12.05,642.7,3537000.0,7974000.0,4.289,2.908
82.2658,4728.0,3963.0,12.05,642.7,3529000.0,7978000.0,4.29,2.908
82.2693,4728.0,3959.0,12.05,642.9,3521000.0,7982000.0,4.292,2.908
82.2727,4728.0,3956.0,12.05,643.1,3513000.0,7986000.0,4.293,2.908
82.2762,4728.0,3952.0,12.05,643.4,3505000.0,7990000.0,4.295,2.907
82.2796,4727.0,3948.0,12.05,643.6,3497000.0,7994000.0,4.296,2.907
82.2831,4727.0,3944.0,12.05,643.8,3489000.0,7998000.0,4.298,2.907
82.2865,4727.0,3941.0,12.05,644.0,3480000.0,8002000.0,4.299,2.907
82.2899,4726.0,3938.0,12.05,644.2,3472000.0,8006000.0,4.301,2.907
82.2934,4726.0,3934.0,12.05,644.4,3463000.0,8010000.0,4.302,2.907
82.2968,4726.0,3931.0,12.05,644.6,3454000.0,8015000.0,4.304,2.907
82.3003,4725.0,3928.0,12.05,644.8,3445000.0,8019000.0,4.305,2.907
82.3037,4725.0,3925.0,12.05,645.0,3436000.0,8023000.0,4.307,2.907
82.3072,4725.0,3922.0,12.05,645.2,3426000.0,8027000.0,4.308,2.907
82.3106,4724.0,3918.0,12.05,645.4,3417000.0,8031000.0,4.31,2.907
82.314,4724.0,3915.0,12.05,645.5,3408000.0,8034000.0,4.312,2.907
82.3175,4724.0,3912.0,12.05,645.7,3399000.0,8038000.0,4.313,2.907
82.3209,4723.0,3909.0,12.05,645.8,3390000.0,8042000.0,4.315,2.907
82.3244,4723.0,3906.0,12.05,646.0,3381000.0,8046000.0,4.316,2.907
82.3278,4722.0,3903.0,12.05,646.2,3371000.0,8050000.0,4.318,2.907
82.3313,4722.0,3901.0,12.05,646.3,3362000.0,8054000.0,4.32,2.907
82.3347,4722.0,3898.0,12.05,646.5,3352000.0,8058000.0,4.321,2.907
82.3382,4721.0,3896.0,12.05,646.7,3342000.0,8062000.0,4.323,2.907
82.3416,4721.0,3894.0,12.05,646.9,3332000.0,8066000.0,4.325,2.907
82.345,4720.0,3891.0,12.05,647.1,3323000.0,8070000.0,4.326,2.907
82.3485,4720.0,3889.0,12.05,647.4,3313000.0,8074000.0,4.328,2.907
82.3519,4719.0,3887.0,12.05,647.6,3303000.0,8078000.0,4.33,2.907
82.3554,4719.0,3886.0,12.05,647.8,3293000.0,8082000.0,4.331,2.907
82.3588,4719.0,3884.0,12.05,648.1,3284000.0,8086000.0,4.333,2.907
82.3623,4718.0,3883.0,12.05,648.3,3274000.0,8090000.0,4.334,2.907
82.3657,4718.0,3882.0,12.05,648.5,3263000.0,8094000.0,4.336,2.907
82.3691,4717.0,3881.0,12.05,648.8,3253000.0,8098000.0,4.338,2.907
82.3726,4717.0,3881.0,12.05,649.0,3243000.0,8102000.0,4.339,2.907
82.376,4716.0,3881.0,12.05,649.2,3232000.0,8106000.0,4.341,2.907
82.3795,4716.0,3880.0,12.05,649.5,3222000.0,8110000.0,4.343,2.907
82.3829,4715.0,3880.0,12.05,649.7,3211000.0,8114000.0,4.344,2.907
82.3864,4715.0,3880.0,12.05,649.9,3201000.0,8117000.0,4.346,2.906
82.3898,4714.0,3880.0,12.05,650.1,3190000.0,8121000.0,4.347,2.906
82.3933,4714.0,3880.0,12.05,650.3,3179000.0,8125000.0,4.349,2.906
82.3967,4713.0,3880.0,12.05,650.5,3168000.0,8128000.0,4.351,2.906
82.4001,4713.0,3881.0,12.05,650.7,3157000.0,8132000.0,4.352,2.906
82.4036,4712.0,3881.0,12.05,650.8,3146000.0,8135000.0,4.354,2.906
82.407,4712.0,3881.0,12.05,651.0,3134000.0,8139000.0,4.355,2.906
82.4105,4711.0,3882.0,12.05,651.1,3123000.0,8142000.0,4.357,2.906
82.4139,4711.0,3882.0,12.05,651.3,3111000.0,8145000.0,4.358,2.906
82.4174,4710.0,3882.0,12.05,651.4,3100000.0,8148000.0,4.36,2.906
82.4208,4710.0,3883.0,12.05,651.5,3088000.0,8151000.0,4.362,2.906
82.4242,4710.0,3883.0,12.05,651.6,3076000.0,8154000.0,4.363,2.906
82.4277,4709.0,3884.0,12.05,651.7,3064000.0,8156000.0,4.365,2.906
82.4311,4709.0,3885.0,12.05,651.8,3053000.0,8159000.0,4.366,2.906
82.4346,4708.0,3886.0,12.05,651.9,3041000.0,8162000.0,4.368,2.906
82.438,4708.0,3887.0,12.05,652.0,3028000.0,8164000.0,4.369,2.906
82.4415,4707.0,3888.0,12.05,652.1,3016000.0,8167000.0,4.371,2.906
82.4449,4707.0,3889.0,12.05,652.2,3004000.0,8169000.0,4.372,2.906
82.4483,4706.0,3891.0,12.05,652.3,2991000.0,8172000.0,4.374,2.906
82.4518,4706.0,3892.0,12.05,652.4,2979000.0,8174000.0,4.375,2.906
82.4552,4705.0,3894.0,12.05,652.5,2966000.0,8176000.0,4.376,2.905
82.4587,4705.0,3896.0,12.05,652.6,2953000.0,8179000.0,4.378,2.905
82.4621,4704.0,3898.0,12.05,652.7,2940000.0,8181000.0,4.379,2.905
82.4656,4704.0,3901.0,12.05,652.8,2927000.0,8183000.0,4.381,2.905
82.469,4704.0,3903.0,12.05,652.9,2914000.0,8185000.0,4.382,2.905
82.4725,4703.0,3906.0,12.05,652.9,2900000.0,8188000.0,4.383,2.905
82.4759,4703.0,3909.0,12.05,653.0,2887000.0,8190000.0,4.385,2.905
82.4793,4702.0,3911.0,12.05,653.1,2873000.0,8192000.0,4.386,2.905
82.4828,4702.0,3914.0,12.05,653.2,2859000.0,8194000.0,4.387,2.905
82.4862,4702.0,3917.0,12.05,653.3,2845000.0,8196000.0,4.389,2.905
82.4897,4701.0,3920.0,12.05,653.4,2831000.0,8198000.0,4.39,2.905
82.4931,4701.0,3923.0,12.05,653.4,2817000.0,8201000.0,4.391,2.905
82.4966,4700.0,3926.0,12.05,653.5,2802000.0,8203000.0,4.392,2.905
82.5,4700.0,3929.0,12.05,653.6,2788000.0,8205000.0,4.394,2.905
82.5034,4700.0,3932.0,12.05,653.7,2773000.0,8207000.0,4.395,2.905
82.5069,4699.0,3935.0,12.05,653.7,2759000.0,8209000.0,4.396,2.904
82.5103,4699.0,3938.0,12.05,653.8,2744000.0,8211000.0,4.397,2.904
82.5138,4699.0,3941.0,12.05,653.9,2729000.0,8213000.0,4.398,2.904
82.5172,4698.0,3943.0,12.05,653.9,2714000.0,8215000.0,4.399,2.904
82.5207,4698.0,3946.0,12.05,654.0,2698000.0,8217000.0,4.401,2.904
82.5241,4698.0,3949.0,12.05,654.1,2683000.0,8219000.0,4.402,2.904
82.5275,4697.0,3951.0,12.05,654.2,2667000.0,8221000.0,4.403,2.904
82.531,4697.0,3954.0,12.05,654.3,2651000.0,8223000.0,4.404,2.904
82.5344,4697.0,3956.0,12.05,654.3,2636000.0,8225000.0,4.405,2.904
82.5379,4697.0,3958.0,12.05,654.5,2620000.0,8227000.0,4.406,2.904
82.5413,4696.0,3961.0,12.05,654.6,2604000.0,8229000.0,4.407,2.904
82.5448,4696.0,3963.0,12.05,654.7,2587000.0,8231000.0,4.408,2.904
82.5482,4696.0,3964.0,12.05,654.8,2571000.0,8233000.0,4.409,2.904
82.5517,4696.0,3966.0,12.05,655.0,2554000.0,8235000.0,4.41,2.904
82.5551,4695.0,3968.0,12.05,655.1,2538000.0,8238000.0,4.411,2.903
82.5585,4695.0,3969.0,12.05,655.3,2521000.0,8240000.0,4.412,2.903
82.562,4695.0,3971.0,12.05,655.4,2504000.0,8242000.0,4.413,2.903
82.5654,4695.0,3972.0,12.05,655.6,2487000.0,8244000.0,4.414,2.903
82.5689,4695.0,3973.0,12.05,655.8,2470000.0,8246000.0,4.415,2.903
82.5723,4694.0,3974.0,12.04,655.9,2453000.0,8248000.0,4.415,2.903
82.5758,4694.0,3975.0,12.04,656.1,2436000.0,8251000.0,4.416,2.903
82.5792,4694.0,3976.0,12.04,656.3,2419000.0,8253000.0,4.417,2.903
82.5826,4694.0,3977.0,12.04,656.4,2401000.0,8255000.0,4.418,2.903
82.5861,4694.0,3977.0,12.04,656.6,2384000.0,8257000.0,4.419,2.903
82.5895,4693.0,3978.0,12.04,656.7,2366000.0,8259000.0,4.419,2.903
82.593,4693.0,3978.0,12.04,656.9,2349000.0,8261000.0,4.42,2.903
82.5964,4693.0,3978.0,12.04,657.0,2331000.0,8263000.0,4.421,2.902
82.5999,4693.0,3979.0,12.04,657.2,2313000.0,8265000.0,4.421,2.902
82.6033,4693.0,3979.0,12.04,657.3,2295000.0,8266000.0,4.422,2.902
82.6067,4693.0,3979.0,12.04,657.4,2278000.0,8268000.0,4.423,2.902
82.6102,4693.0,3980.0,12.04,657.5,2260000.0,8270000.0,4.423,2.902
82.6136,4692.0,3980.0,12.04,657.7,2242000.0,8271000.0,4.424,2.902
82.6171,4692.0,3980.0,12.05,657.8,2224000.0,8273000.0,4.425,2.902
82.6205,4692.0,3980.0,12.05,657.9,2206000.0,8274000.0,4.425,2.902
82.624,4692.0,3981.0,12.05,658.1,2188000.0,8275000.0,4.426,2.902
82.6274,4692.0,3981.0,12.05,658.2,2170000.0,8277000.0,4.426,2.902
82.6309,4692.0,3981.0,12.05,658.3,2152000.0,8278000.0,4.427,2.902
82.6343,4692.0,3982.0,12.05,658.5,2133000.0,8279000.0,4.427,2.901
82.6377,4691.0,3982.0,12.05,658.7,2115000.0,8281000.0,4.428,2.901
82.6412,4691.0,3982.0,12.05,658.8,2097000.0,8282000.0,4.428,2.901
82.6446,4691.0,3983.0,12.05,659.0,2079000.0,8283000.0,4.429,2.901
82.6481,4691.0,3983.0,12.05,659.2,2061000.0,8284000.0,4.429,2.901
82.6515,4691.0,3984.0,12.05,659.3,2043000.0,8285000.0,4.429,2.901
82.655,4691.0,3984.0,12.05,659.5,2025000.0,8286000.0,4.43,2.901
82.6584,4691.0,3984.0,12.05,659.7,2007000.0,8287000.0,4.43,2.901
82.6618,4691.0,3985.0,12.05,659.9,1988000.0,8288000.0,4.43,2.901
82.6653,4691.0,3985.0,12.05,660.1,1970000.0,8288000.0,4.431,2.901
82.6687,4690.0,3986.0,12.05,660.3,1952000.0,8289000.0,4.431,2.901
82.6722,4690.0,3986.0,12.05,660.5,1934000.0,8290000.0,4.431,2.9
82.6756,4690.0,3986.0,12.05,660.7,1916000.0,8291000.0,4.432,2.9
82.6791,4690.0,3987.0,12.05,660.9,1898000.0,8291000.0,4.432,2.9
82.6825,4690.0,3987.0,12.05,661.1,1880000.0,8292000.0,4.432,2.9
82.686,4690.0,3987.0,12.05,661.3,1862000.0,8292000.0,4.432,2.9
82.6894,4690.0,3988.0,12.05,661.5,1844000.0,8292000.0,4.433,2.9
82.6928,4690.0,3988.0,12.05,661.7,1826000.0,8293000.0,4.433,2.9
82.6963,4690.0,3988.0,12.05,662.0,1808000.0,8293000.0,4.433,2.9
82.6997,4690.0,3988.0,12.05,662.2,1790000.0,8293000.0,4.433,2.9
82.7032,4690.0,3988.0,12.05,662.4,1773000.0,8293000.0,4.434,2.9
82.7066,4690.0,3988.0,12.05,662.6,1755000.0,8293000.0,4.434,2.899
82.7101,4690.0,3988.0,12.05,662.8,1737000.0,8293000.0,4.434,2.899
82.7135,4690.0,3988.0,12.05,663.0,1719000.0,8293000.0,4.434,2.899
82.7169,4690.0,3988.0,12.05,663.2,1701000.0,8293000.0,4.434,2.899
82.7204,4690.0,3988.0,12.05,663.4,1683000.0,8293000.0,4.434,2.899
82.7238,4690.0,3987.0,12.05,663.7,1665000.0,8293000.0,4.434,2.899
82.7273,4689.0,3987.0,12.05,663.9,1648000.0,8293000.0,4.435,2.899
82.7307,4689.0,3986.0,12.05,664.1,1630000.0,8292000.0,4.435,2.899
82.7342,4689.0,3986.0,12.05,664.3,1612000.0,8292000.0,4.435,2.899
82.7376,4689.0,3985.0,12.05,664.5,1594000.0,8292000.0,4.435,2.899
82.741,4689.0,3985.0,12.05,664.7,1577000.0,8291000.0,4.435,2.898
82.7445,4689.0,3984.0,12.05,664.9,1559000.0,8291000.0,4.435,2.898
82.7479,4689.0,3983.0,12.05,665.1,1541000.0,8290000.0,4.435,2.898
82.7514,4689.0,3983.0,12.05,665.3,1524000.0,8289000.0,4.435,2.898
82.7548,4689.0,3982.0,12.05,665.5,1506000.0,8289000.0,4.435,2.898
82.7583,4689.0,3981.0,12.05,665.7,1489000.0,8288000.0,4.435,2.898
82.7617,4689.0,3980.0,12.05,665.8,1471000.0,8287000.0,4.435,2.898
82.7652,4689.0,3979.0,12.06,666.0,1454000.0,8286000.0,4.435,2.898
82.7686,4689.0,3979.0,12.06,666.1,1436000.0,8285000.0,4.435,2.898
82.772,4689.0,3978.0,12.06,666.2,1419000.0,8284000.0,4.435,2.898
82.7755,4689.0,3977.0,12.06,666.4,1402000.0,8283000.0,4.435,2.897
82.7789,4689.0,3976.0,12.06,666.5,1385000.0,8281000.0,4.434,2.897
82.7824,4689.0,3975.0,12.06,666.6,1367000.0,8280000.0,4.434,2.897
82.7858,4689.0,3974.0,12.06,666.7,1350000.0,8279000.0,4.434,2.897
82.7893,4689.0,3973.0,12.06,666.7,1333000.0,8277000.0,4.434,2.897
82.7927,4689.0,3972.0,12.06,666.8,1316000.0,8276000.0,4.434,2.897
82.7961,4689.0,3971.0,12.06,666.9,1299000.0,8274000.0,4.433,2.897
82.7996,4689.0,3970.0,12.06,666.9,1282000.0,8273000.0,4.433,2.897
82.803,4689.0,3969.0,12.06,667.0,1265000.0,8271000.0,4.433,2.897
82.8065,4689.0,3968.0,12.06,667.0,1249000.0,8269000.0,4.433,2.896
